x-axis,1
second,Volt
+7.97500000E+00,-57.78894E-03
+7.97502500E+00,-21.35678E-03
+7.97505000E+00,-20.10050E-03
+7.97507500E+00,-40.20100E-03
+7.97510000E+00,-40.20100E-03
+7.97512500E+00,-20.10050E-03
+7.97515000E+00,-40.20100E-03
+7.97517500E+00,-37.68844E-03
+7.97520000E+00,-40.20100E-03
+7.97522500E+00,-40.20100E-03
+7.97525000E+00,-41.45729E-03
+7.97527500E+00,-37.68844E-03
+7.97530000E+00,-40.20100E-03
+7.97532500E+00,-57.78894E-03
+7.97535000E+00,-40.20100E-03
+7.97537500E+00,-21.35678E-03
+7.97540000E+00,-21.35678E-03
+7.97542500E+00,-37.68844E-03
+7.97545000E+00,-37.68844E-03
+7.97547500E+00,-40.20100E-03
+7.97550000E+00,-21.35678E-03
+7.97552500E+00,-21.35678E-03
+7.97555000E+00,-21.35678E-03
+7.97557500E+00,-21.35678E-03
+7.97560000E+00,-20.10050E-03
+7.97562500E+00,-40.20100E-03
+7.97565000E+00,-20.10050E-03
+7.97567500E+00,-21.35678E-03
+7.97570000E+00,-40.20100E-03
+7.97572500E+00,-20.10050E-03
+7.97575000E+00,-21.35678E-03
+7.97577500E+00,-20.10050E-03
+7.97580000E+00,-40.20100E-03
+7.97582500E+00,-37.68844E-03
+7.97585000E+00,-40.20100E-03
+7.97587500E+00,-21.35678E-03
+7.97590000E+00,-21.35678E-03
+7.97592500E+00,-56.53266E-03
+7.97595000E+00,-20.10050E-03
+7.97597500E+00,-37.68844E-03
+7.97600000E+00,-40.20100E-03
+7.97602500E+00,-20.10050E-03
+7.97605000E+00,-37.68844E-03
+7.97607500E+00,-40.20100E-03
+7.97610000E+00,-40.20100E-03
+7.97612500E+00,-40.20100E-03
+7.97615000E+00,-20.10050E-03
+7.97617500E+00,-40.20100E-03
+7.97620000E+00,-40.20100E-03
+7.97622500E+00,-40.20100E-03
+7.97625000E+00,-37.68844E-03
+7.97627500E+00,-40.20100E-03
+7.97630000E+00,-37.68844E-03
+7.97632500E+00,-21.35678E-03
+7.97635000E+00,-37.68844E-03
+7.97637500E+00,-40.20100E-03
+7.97640000E+00,-20.10050E-03
+7.97642500E+00,-20.10050E-03
+7.97645000E+00,-40.20100E-03
+7.97647500E+00,-21.35678E-03
+7.97650000E+00,-21.35678E-03
+7.97652500E+00,-21.35678E-03
+7.97655000E+00,-22.61307E-03
+7.97657500E+00,-40.20100E-03
+7.97660000E+00,-21.35678E-03
+7.97662500E+00,-21.35678E-03
+7.97665000E+00,-20.10050E-03
+7.97667500E+00,-40.20100E-03
+7.97670000E+00,-40.20100E-03
+7.97672500E+00,-40.20100E-03
+7.97675000E+00,-21.35678E-03
+7.97677500E+00,-40.20100E-03
+7.97680000E+00,-40.20100E-03
+7.97682500E+00,-37.68844E-03
+7.97685000E+00,-40.20100E-03
+7.97687500E+00,-40.20100E-03
+7.97690000E+00,-40.20100E-03
+7.97692500E+00,-21.35678E-03
+7.97695000E+00,-21.35678E-03
+7.97697500E+00,-40.20100E-03
+7.97700000E+00,-40.20100E-03
+7.97702500E+00,-40.20100E-03
+7.97705000E+00,-37.68844E-03
+7.97707500E+00,-40.20100E-03
+7.97710000E+00,-37.68844E-03
+7.97712500E+00,-21.35678E-03
+7.97715000E+00,-37.68844E-03
+7.97717500E+00,-40.20100E-03
+7.97720000E+00,-40.20100E-03
+7.97722500E+00,-37.68844E-03
+7.97725000E+00,-17.58794E-03
+7.97727500E+00,-21.35678E-03
+7.97730000E+00,-37.68844E-03
+7.97732500E+00,-40.20100E-03
+7.97735000E+00,-56.53266E-03
+7.97737500E+00,-21.35678E-03
+7.97740000E+00,-37.68844E-03
+7.97742500E+00,-37.68844E-03
+7.97745000E+00,-37.68844E-03
+7.97747500E+00,-40.20100E-03
+7.97750000E+00,-37.68844E-03
+7.97752500E+00,-21.35678E-03
+7.97755000E+00,-20.10050E-03
+7.97757500E+00,-20.10050E-03
+7.97760000E+00,-1.25628E-03
+7.97762500E+00,-20.10050E-03
+7.97765000E+00,-40.20100E-03
+7.97767500E+00,-57.78894E-03
+7.97770000E+00,-37.68844E-03
+7.97772500E+00,-40.20100E-03
+7.97775000E+00,-22.61307E-03
+7.97777500E+00,-40.20100E-03
+7.97780000E+00,-21.35678E-03
+7.97782500E+00,-20.10050E-03
+7.97785000E+00,-37.68844E-03
+7.97787500E+00,-17.58794E-03
+7.97790000E+00,-21.35678E-03
+7.97792500E+00,-17.58794E-03
+7.97795000E+00,-41.45729E-03
+7.97797500E+00,-40.20100E-03
+7.97800000E+00,-20.10050E-03
+7.97802500E+00,-37.68844E-03
+7.97805000E+00,-21.35678E-03
+7.97807500E+00,-1.25628E-03
+7.97810000E+00,-57.78894E-03
+7.97812500E+00,-37.68844E-03
+7.97815000E+00,-37.68844E-03
+7.97817500E+00,-36.43216E-03
+7.97820000E+00,-57.78894E-03
+7.97822500E+00,-20.10050E-03
+7.97825000E+00,-21.35678E-03
+7.97827500E+00,-21.35678E-03
+7.97830000E+00,-20.10050E-03
+7.97832500E+00,-40.20100E-03
+7.97835000E+00,-37.68844E-03
+7.97837500E+00,-22.61307E-03
+7.97840000E+00,-40.20100E-03
+7.97842500E+00,-21.35678E-03
+7.97845000E+00,-21.35678E-03
+7.97847500E+00,-41.45729E-03
+7.97850000E+00,-21.35678E-03
+7.97852500E+00,-57.78894E-03
+7.97855000E+00,-21.35678E-03
+7.97857500E+00,-21.35678E-03
+7.97860000E+00,-21.35678E-03
+7.97862500E+00,-21.35678E-03
+7.97865000E+00,-40.20100E-03
+7.97867500E+00,-21.35678E-03
+7.97870000E+00,-36.43216E-03
+7.97872500E+00,-37.68844E-03
+7.97875000E+00,-20.10050E-03
+7.97877500E+00,-20.10050E-03
+7.97880000E+00,-20.10050E-03
+7.97882500E+00,-20.10050E-03
+7.97885000E+00,-21.35678E-03
+7.97887500E+00,-20.10050E-03
+7.97890000E+00,-37.68844E-03
+7.97892500E+00,-21.35678E-03
+7.97895000E+00,-37.68844E-03
+7.97897500E+00,-40.20100E-03
+7.97900000E+00,-40.20100E-03
+7.97902500E+00,-37.68844E-03
+7.97905000E+00,-56.53266E-03
+7.97907500E+00,-21.35678E-03
+7.97910000E+00,-56.53266E-03
+7.97912500E+00,-21.35678E-03
+7.97915000E+00,-40.20100E-03
+7.97917500E+00,-20.10050E-03
+7.97920000E+00,-41.45729E-03
+7.97922500E+00,-22.61307E-03
+7.97925000E+00,-40.20100E-03
