#       GaAs(n-dotiert)
#       N = 1.4*10**18 1/cm**3  L = 1.36 mm
#lambda     theta_1         theta_2
#mikrometer grad    minuten grad    minuten
1.06,        323,     07,      334,     06
1.29,        333,     0,       328,     0
1.45,        323,     0,       330,     0
1.72,        334,     0,       327,     54
1.96,        333,     0,       339,     0
2.156,       341,     0,       335,     0
2.34,        358,     37,      368,     0
2.510,       24,      0,       27,      0
2.65,        346,     0,       339,     0
