#       GaAs(undotiert)
#       d = 5.11 mm
#lambda     theta_1         theta_2
#mikrometer grad    minuten grad    minuten
1.06,        318,     0,       343,     0
1.29,        338,     0,       322,     0
1.45,        321,     0,       334,     0
1.72,        0,       0,       0,       0
1.96,        260,     0,       254,     0
2.156,       252,     0,       249,     0
2.34,        227,     0,       223,     0
2.510,       210,     0,       213,     0
2.65,        247,     0,       244,     0
